user,activity,timestamp,x-axis,y-axis,z-axis
1,Downstairs,6.56E+12,-2.6,9.85,-0.11
1,Downstairs,6.56E+12,1.99,13.02,-2.87
1,Downstairs,6.56E+12,1.88,11.37,15.6
1,Downstairs,6.56E+12,-7.25,8.35,-3.17
1,Downstairs,6.56E+12,-12.03,10.57,-5.13
1,Downstairs,6.56E+12,-10.76,2.53,-2.14
1,Downstairs,6.56E+12,-9.19,1.18,2.79
1,Downstairs,6.56E+12,-12.64,9.96,1.99
1,Downstairs,6.56E+12,-3.17,10.31,2.6
1,Downstairs,6.56E+12,2.11,9.62,0.72
1,Downstairs,6.56E+12,1.54,7.86,1.08
1,Downstairs,6.56E+12,-16.63,17.47,0.53
1,Downstairs,6.56E+12,-11.5,3.34,1.5
1,Downstairs,6.56E+12,-9.38,5.83,-1.92
1,Downstairs,6.56E+12,1.23,15.24,-0.11
1,Downstairs,6.56E+12,-4.29,1.73,10.19
1,Downstairs,6.56E+12,-10.19,3.17,-4.14
1,Downstairs,6.56E+12,-18.05,6.09,-4.63
1,Downstairs,6.56E+12,-10.92,3.72,3.45
1,Downstairs,6.56E+12,-6.7,6.55,2.91
1,Downstairs,6.56E+12,-4.14,8.92,2.15
1,Downstairs,6.56E+12,3.17,11.8,3.38
1,Downstairs,6.56E+12,-10.8,16.17,-0.11
1,Downstairs,6.56E+12,-16.7,8.66,1.38
1,Downstairs,6.56E+12,-8.92,3.45,0.8
1,Downstairs,6.56E+12,-6.93,9.81,-2.91
1,Downstairs,6.56E+12,0.76,9.62,2.3
1,Downstairs,6.56E+12,-8.24,0.65,6.17
1,Downstairs,6.56E+12,-12.11,6.28,-5.86
1,Downstairs,6.56E+12,-13.29,2.64,-3.06
1,Downstairs,6.56E+12,-6.4,-1.5,4.25
1,Downstairs,6.56E+12,-9.58,5.9,3.17
1,Downstairs,6.56E+12,-5.33,15.24,-1.99
1,Downstairs,6.56E+12,3.76,7.86,3.3
1,Downstairs,6.56E+12,-12.3,17.27,2.6
1,Downstairs,6.56E+12,-16.44,2.79,3.02
1,Downstairs,6.56E+12,-13.53,4.21,-0.04
1,Downstairs,6.56E+12,-1.23,16.21,0.42
1,Downstairs,6.56E+12,-3.3,-1.53,6.55
1,Downstairs,6.56E+12,-8.66,-0.46,-2.87
1,Downstairs,6.56E+12,-15.85,4.33,-6.32
1,Downstairs,6.56E+12,-11.88,2.45,3.21
1,Downstairs,6.56E+12,-7.21,5.41,6.85
1,Downstairs,6.56E+12,-7.7,13.18,0.19
1,Downstairs,6.56E+12,3.34,12.11,5.05
1,Downstairs,6.56E+12,-10.84,12.79,2.49
1,Downstairs,6.56E+12,-13.06,4.29,1.04
1,Downstairs,6.56E+12,-11.6,1.57,-1.5
1,Downstairs,6.56E+12,-10.31,6.7,-0.27
1,Downstairs,6.56E+12,1.33,13.76,8.69
1,Downstairs,6.56E+12,-7.59,3.38,5.67
1,Downstairs,6.56E+12,-15.01,1.65,-0.23
1,Downstairs,6.56E+12,-12.41,1.04,-5.52
1,Downstairs,6.56E+12,-6.85,0.34,-0.15
1,Downstairs,6.56E+12,-9.08,4.44,0.84
1,Downstairs,6.56E+12,-12.95,7.59,-0.34
1,Downstairs,6.56E+12,-7.82,13.25,-2.18
1,Downstairs,6.56E+12,-5.98,12.49,-0.04
1,Downstairs,6.56E+12,-10.19,9.66,-0.95
1,Downstairs,6.56E+12,-15.85,6.02,1.92
1,Downstairs,6.56E+12,-13.29,3.21,0.61
1,Downstairs,6.56E+12,-8.39,0.42,-1.92
1,Downstairs,6.56E+12,-9.72,-0.8,-1.92
1,Downstairs,6.56E+12,-7.93,3.15,-0.04
1,Downstairs,6.56E+12,-8.96,7.63,0.5
1,Downstairs,6.56E+12,-5.56,10.46,-4.06
1,Downstairs,6.56E+12,-4.9,9.92,3.21
1,Downstairs,6.56E+12,-16.17,9.11,6.44
1,Downstairs,6.56E+12,-18.05,0.11,3.6
1,Downstairs,6.56E+12,-6.66,0.04,0.31
1,Downstairs,6.56E+12,-2.87,1.5,-0.89
1,Downstairs,6.56E+12,-3.21,-0.89,-0.76
1,Downstairs,6.56E+12,-6.78,8.54,-1.27
1,Downstairs,6.56E+12,-10.99,16.93,-3.49
1,Downstairs,6.56E+12,-5.79,7.21,2.91
1,Downstairs,6.56E+12,-9.62,0.23,5.37
1,Downstairs,6.56E+12,-10.92,5.52,0.65
1,Downstairs,6.56E+12,-7.63,5.37,-2.03
1,Downstairs,6.56E+12,-5.75,5.09,-1.5
1,Downstairs,6.56E+12,-6.05,7.44,-1.69
1,Downstairs,6.56E+12,-5.09,7.12,-0.08
1,Downstairs,6.56E+12,-7.01,5.83,2.79
1,Downstairs,6.56E+12,-4.75,10.23,7.44
1,Downstairs,6.56E+12,-4.75,6.13,4.21
1,Downstairs,6.56E+12,-13.02,3.26,-1.33
1,Downstairs,6.56E+12,-16.66,3.76,-7.78
1,Downstairs,6.56E+12,-9.28,-4.4,1.69
1,Downstairs,6.56E+12,-9.04,2.72,6.05
1,Downstairs,6.56E+12,-7.21,7.55,1.73
1,Downstairs,6.56E+12,-5.63,13.25,-0.61
1,Downstairs,6.56E+12,-1.18,12.79,-1.08
1,Downstairs,6.56E+12,-19.04,11.07,11.35
1,Downstairs,6.56E+12,-12.64,1.61,-0.19
1,Downstairs,6.56E+12,-12.68,2.53,-2.83
1,Downstairs,6.56E+12,-8.54,6.97,-1.95
1,Downstairs,6.56E+12,4.48,10.69,4.9
1,Downstairs,6.56E+12,-7.5,1.65,2.76
1,Downstairs,6.56E+12,-14.75,5.71,-7.25
1,Downstairs,6.56E+12,-13.95,-0.5,1.73
1,Downstairs,6.56E+12,-6.05,2.83,5.6
1,Downstairs,6.56E+12,-7.04,14.98,-2.49
1,Downstairs,6.56E+12,-0.42,15.6,4.63
1,Downstairs,6.57E+12,-18.01,8.69,7.78
1,Downstairs,6.57E+12,-16.78,1.54,-0.15
1,Downstairs,6.57E+12,-9.34,7.16,-1.5
1,Downstairs,6.57E+12,0.99,11.75,4.82
1,Downstairs,6.57E+12,-4.14,-4.21,1.57
1,Downstairs,6.57E+12,-4.14,-4.21,1.57
1,Downstairs,6.57E+12,-12.49,1.84,-5.2
1,Downstairs,6.57E+12,-17.88,4.37,0.89
1,Downstairs,6.57E+12,-5.52,4.94,6.7
1,Downstairs,6.57E+12,-5.37,7.93,5.05
1,Downstairs,6.57E+12,0.04,11.45,2.79
1,Downstairs,6.57E+12,-8.24,12.34,-1.12
1,Downstairs,6.57E+12,-18.16,7.7,1.99
1,Downstairs,6.57E+12,-11.26,1.76,1.88
1,Downstairs,6.57E+12,-4.82,14.02,0.93
1,Downstairs,6.57E+12,-3.76,1.88,2.76
1,Downstairs,6.57E+12,-8.69,-1.23,-3.36
1,Downstairs,6.57E+12,-15.55,-0.3,-3.41
1,Downstairs,6.57E+12,-11.33,2.3,2.72
1,Downstairs,6.57E+12,-3.95,6.02,7.44
1,Downstairs,6.57E+12,-7.25,10.04,1.5
1,Downstairs,6.57E+12,-4.67,12.91,1.84
1,Downstairs,6.57E+12,-18.92,10.34,3.57
1,Downstairs,6.57E+12,-9.66,0.27,0.61
1,Downstairs,6.57E+12,-4.02,14.02,-1.33
1,Downstairs,6.57E+12,-5.37,-2.87,6.85
1,Downstairs,6.57E+12,-4.44,-2.22,-5.37
1,Downstairs,6.57E+12,-17.73,2.11,-1.14
1,Downstairs,6.57E+12,-9.89,8.62,9.34
1,Downstairs,6.57E+12,-9.47,9.85,2.45
1,Downstairs,6.57E+12,-4.99,7.21,-0.53
1,Downstairs,6.57E+12,-2.64,11.84,0.46
1,Downstairs,6.57E+12,-15.6,12.91,1.42
1,Downstairs,6.57E+12,-13.25,0.84,2.76
1,Downstairs,6.57E+12,-11.33,1.8,0.08
1,Downstairs,6.57E+12,-2.96,10.84,-0.61
1,Downstairs,6.57E+12,-3.68,1.57,6.17
1,Downstairs,6.57E+12,-9.89,1.31,-2.6
1,Downstairs,6.57E+12,-14.4,3.41,-4.79
1,Downstairs,6.57E+12,-10.23,-0.11,1.33
1,Downstairs,6.57E+12,-9.81,2.03,0.72
1,Downstairs,6.57E+12,-13.78,9.28,0.95
1,Downstairs,6.57E+12,-7.08,14.98,-1.84
1,Downstairs,6.57E+12,-4.1,9.92,-1.8
1,Downstairs,6.57E+12,-14.4,7.16,-0.08
1,Downstairs,6.57E+12,-16.63,5.83,-0.11
1,Downstairs,6.57E+12,-8.54,1.33,0.93
1,Downstairs,6.57E+12,-8.69,0.89,-0.19
1,Downstairs,6.57E+12,-8.27,2.56,0.38
1,Downstairs,6.57E+12,-7.27,5.75,0
1,Downstairs,6.57E+12,-5.63,7.7,-1.69
1,Downstairs,6.57E+12,-7.21,12.45,4.71
1,Downstairs,6.57E+12,-12.72,4.02,6.09
1,Downstairs,6.57E+12,-18.85,-0.34,-1.92
1,Downstairs,6.57E+12,-5.05,-0.34,-1.92
1,Downstairs,6.57E+12,-5.05,-0.34,-1.92
1,Downstairs,6.57E+12,-3.45,-0.38,-2.22
1,Downstairs,6.57E+12,-3.95,6.55,-0.72
1,Downstairs,6.57E+12,-9.3,17.82,-6.21
1,Downstairs,6.57E+12,-8.58,11.6,1.42
1,Downstairs,6.57E+12,-11.07,0.11,8.85
1,Downstairs,6.57E+12,-12.49,5.41,0.08
1,Downstairs,6.57E+12,-6.85,3.76,-1.76
1,Downstairs,6.57E+12,-7.21,2.83,-1.53
1,Downstairs,6.57E+12,-6.89,5.6,-1.04
1,Downstairs,6.57E+12,-4.67,6.21,-1.61
1,Downstairs,6.57E+12,-7.12,5.6,0.57
1,Downstairs,6.57E+12,-7.21,8.16,1.5
1,Downstairs,6.57E+12,-5.43,9.47,8.92
1,Downstairs,6.57E+12,-6.82,6.55,0.99
1,Downstairs,6.57E+12,-10.42,4.25,0.46
1,Downstairs,6.57E+12,-15.47,7.5,-4.99
1,Downstairs,6.57E+12,-11.56,-3.17,0.99
1,Downstairs,6.57E+12,-8.62,-0.3,4.63
1,Downstairs,6.57E+12,-9.34,1.46,0.11
1,Downstairs,6.57E+12,-11.95,6.44,-0.42
1,Downstairs,6.57E+12,-7.21,13.72,0.72
1,Downstairs,6.57E+12,-0.08,14.06,-1.84
1,Downstairs,6.57E+12,-0.27,7.63,1.12
1,Downstairs,6.57E+12,-18.35,8.01,4.44
1,Downstairs,6.57E+12,-15.62,1.04,2.68
1,Downstairs,6.57E+12,-10.08,6.21,-0.95
1,Downstairs,6.57E+12,-4.1,13.25,-1.65
1,Downstairs,6.57E+12,2.18,12.07,-0.57
1,Downstairs,6.57E+12,-8.62,6.66,13.14
1,Downstairs,6.57E+12,-11.26,2.56,-2.98
1,Downstairs,6.57E+12,-13.21,2.6,-6.17
1,Downstairs,6.57E+12,-14.1,-3.72,2.96
1,Downstairs,6.57E+12,-10.08,0.08,6.97
1,Downstairs,6.57E+12,-10,7.59,-0.23
1,Downstairs,6.57E+12,-3.02,17.62,-2.91
1,Downstairs,6.57E+12,1.92,9.62,10.31
1,Downstairs,6.57E+12,-15.6,11.99,-2.07
1,Downstairs,6.57E+12,-14.14,3.76,-0.95
1,Downstairs,6.57E+12,-10.04,2.79,0.27
1,Downstairs,6.57E+12,-4.71,11.5,1.12
1,Downstairs,6.57E+12,-3.02,5.09,7.44
1,Downstairs,6.57E+12,-10.19,0.15,1.27
1,Downstairs,6.57E+12,-15.28,4.48,-6.36
1,Downstairs,6.57E+12,-10.42,-0.91,-1.31
1,Downstairs,6.57E+12,-6.82,0.19,4.56
1,Downstairs,6.57E+12,-13.99,9.23,3.91
1,Downstairs,6.57E+12,-6.82,16.25,-1.14
1,Downstairs,6.57E+12,6.59,4.9,4.75
1,Downstairs,6.57E+12,-5.52,10.92,-0.11
1,Downstairs,6.57E+12,-14.9,7.46,0.72
1,Downstairs,6.57E+12,-14.37,0.95,1.33
1,Downstairs,6.57E+12,-10.19,2.91,0.15
1,Downstairs,6.57E+12,-3.98,10.76,-0.95
1,Downstairs,6.57E+12,-1.08,5.9,7.44
1,Downstairs,6.57E+12,-11.26,1.57,-1.23
1,Downstairs,6.57E+12,-18.58,3.53,-5.86
1,Downstairs,6.57E+12,-5.79,-0.19,3.49
1,Downstairs,6.57E+12,-9.66,6.24,4.99
1,Downstairs,6.57E+12,-10.31,5.63,-2.18
1,Downstairs,6.57E+12,-2.22,10.92,-0.15
1,Downstairs,6.57E+12,3.49,10.73,9.11
1,Downstairs,6.57E+12,-18.01,16.89,-1.14
1,Downstairs,6.57E+12,-13.53,-0.3,1.38
1,Downstairs,6.57E+12,-14.29,2.76,-0.72
1,Downstairs,6.57E+12,-3.57,8.39,4.44
1,Downstairs,6.57E+12,-1.04,4.6,2.18
1,Downstairs,6.57E+12,-7.97,0.19,0.57
1,Downstairs,6.57E+12,-17.08,3.72,-8.2
1,Downstairs,6.57E+12,-9.81,0.65,2.83
1,Downstairs,6.57E+12,-6.85,5.75,5.75
1,Downstairs,6.57E+12,-10.23,7.78,1.46
1,Downstairs,6.57E+12,-4.29,11.73,-0.53
1,Downstairs,6.57E+12,3.17,6.28,4.71
1,Downstairs,6.57E+12,-18.2,17.31,-0.11
1,Downstairs,6.57E+12,-11.5,0.46,2.11
1,Downstairs,6.57E+12,-12.76,1.5,0.23
1,Downstairs,6.57E+12,-7.31,5.86,0.19
1,Downstairs,6.57E+12,-0.27,9.96,7.7
1,Downstairs,6.57E+12,-10.31,0.72,4.56
1,Downstairs,6.57E+12,-13.29,4.21,-4.63
1,Downstairs,6.57E+12,-10.53,-1.46,0.23
1,Downstairs,6.57E+12,-6.21,1.27,0.19
1,Downstairs,6.57E+12,-9.11,3.21,0.38
1,Downstairs,6.57E+12,-15.28,9.58,0.65
1,Downstairs,6.57E+12,-9.72,16.21,-1.27
1,Downstairs,6.57E+12,-4.18,12.53,-3.87
1,Downstairs,6.57E+12,-13.33,6.05,1.14
1,Downstairs,6.57E+12,-18.39,2.91,4.21
1,Downstairs,6.57E+12,-11.45,0.5,-1.12
1,Downstairs,6.57E+12,-7.74,-2.3,-1.38
1,Downstairs,6.57E+12,-8.77,0.69,-0.8
1,Downstairs,6.57E+12,-10.11,5.71,-0.04
1,Downstairs,6.57E+12,-9.15,7.93,-0.91
1,Downstairs,6.57E+12,-6.63,9.15,-1.5
1,Downstairs,6.57E+12,-3.45,13.21,1.38
1,Downstairs,6.57E+12,-12.07,3.3,11.75
1,Downstairs,6.57E+12,-17.67,6.28,0.65
1,Downstairs,6.57E+12,-15.24,-1.18,4.25
1,Downstairs,6.57E+12,-5.48,0.93,2.68
1,Downstairs,6.57E+12,-3.76,1.08,-3.45
1,Downstairs,6.57E+12,-6.28,2.37,-0.23
1,Downstairs,6.57E+12,-9.92,12.37,-2.03
1,Downstairs,6.57E+12,-4.86,12.6,-1.04
1,Downstairs,6.57E+12,-12.07,2.26,9.08
1,Downstairs,6.57E+12,-9.38,0.57,2.6
1,Downstairs,6.57E+12,-12.68,4.25,-0.23
1,Downstairs,6.57E+12,-9.77,5.18,-1.23
1,Downstairs,6.57E+12,-7.21,4.4,-2.11
1,Downstairs,6.57E+12,-5.18,4.82,-0.99
1,Downstairs,6.57E+12,-4.02,6.4,-0.84
1,Downstairs,6.57E+12,-2.83,7.44,-1.57
1,Downstairs,6.57E+12,-7.59,7.55,3.68
1,Downstairs,6.57E+12,-10.08,5.79,7.63
1,Downstairs,6.57E+12,-3.98,10.42,-2.18
1,Downstairs,6.57E+12,-8.35,9.47,3.15
1,Downstairs,6.57E+12,-14.79,1.99,0.8
1,Downstairs,6.57E+12,-16.97,-1.69,-4.86
1,Downstairs,6.57E+12,-9.77,-1.8,4.06
1,Downstairs,6.57E+12,-8.39,6.36,3.76
1,Downstairs,6.57E+12,-8.27,7.67,0.95
1,Downstairs,6.57E+12,-6.17,9.85,-1.73
1,Downstairs,6.57E+12,-1.08,9.62,-0.76
1,Downstairs,6.57E+12,-12.95,17.16,-0.61
1,Downstairs,6.57E+12,-13.99,-0.57,9.34
1,Downstairs,6.57E+12,-16.24,2.34,-0.42
1,Downstairs,6.57E+12,-10.61,4.25,-0.34
1,Downstairs,6.57E+12,-2.18,11.65,-3.36
1,Downstairs,6.57E+12,2.45,8.31,5.86
1,Downstairs,6.57E+12,-13.72,3.95,6.36
1,Downstairs,6.57E+12,-13.63,3.45,-8.01
1,Downstairs,6.57E+12,-11.6,-0.19,1.92
1,Downstairs,6.57E+12,-9.34,1.57,4.56
1,Downstairs,6.57E+12,-11.07,5.56,0.42
1,Downstairs,6.57E+12,-6.74,14.52,-0.11
1,Downstairs,6.57E+12,3.38,12.68,1.76
1,Downstairs,6.57E+12,-12.83,14.67,2.56
1,Downstairs,6.57E+12,-16.04,2.15,1.04
1,Downstairs,6.57E+12,-14.98,2.83,0.27
1,Downstairs,6.57E+12,-9.34,4.56,-1.5
1,Downstairs,6.57E+12,2.72,4.33,0.65
1,Downstairs,6.57E+12,-5.41,1.61,3.38
1,Downstairs,6.57E+12,-13.78,3.76,-6.43
1,Downstairs,6.57E+12,-16.21,1.38,3.87
1,Downstairs,6.57E+12,-9.47,3.21,6.47
1,Downstairs,6.58E+12,-12.15,8.39,2.07
1,Downstairs,6.58E+12,-4.1,9.66,-2.22
1,Downstairs,6.58E+12,4.25,9.08,2.64
1,Downstairs,6.58E+12,-10.69,13.06,-1.08
1,Downstairs,6.58E+12,-19.61,6.66,3.02
1,Downstairs,6.58E+12,-19.61,6.66,3.02
1,Downstairs,6.58E+12,-13.63,1.65,1.54
1,Downstairs,6.58E+12,-8.58,7.93,-0.76
1,Downstairs,6.58E+12,-0.3,11.22,8.35
1,Downstairs,6.58E+12,-8.5,-4.75,0.27
1,Downstairs,6.58E+12,-10.31,-0.57,-5.67
1,Downstairs,6.58E+12,-9.47,7.27,1.14
1,Downstairs,6.58E+12,-9.47,7.27,1.14
1,Downstairs,6.58E+12,-9.47,7.27,1.14
1,Downstairs,6.58E+12,-3.34,8.96,-1.38
1,Downstairs,6.58E+12,-3.26,12.6,3.99
1,Downstairs,6.58E+12,-14.9,13.29,1.12
1,Downstairs,6.58E+12,-15.47,2.26,1.27
1,Downstairs,6.58E+12,-14.14,2.64,-0.42
1,Downstairs,6.58E+12,-7.86,6.36,0.19
1,Downstairs,6.58E+12,2.07,8.47,8.08
1,Downstairs,6.58E+12,-8.92,1.31,3.02
1,Downstairs,6.58E+12,-15.51,6.05,-6.89
1,Downstairs,6.58E+12,-12.03,0.31,-0.38
1,Downstairs,6.58E+12,-8.77,1.61,3.95
1,Downstairs,6.58E+12,-10.88,3.87,0.5
1,Downstairs,6.58E+12,-11.6,8.58,0.95
1,Downstairs,6.58E+12,-1.08,14.06,-1.5
1,Downstairs,6.58E+12,3.91,8.05,7.4
1,Downstairs,6.58E+12,-12.11,9.72,0.34
1,Downstairs,6.58E+12,-16.59,8.12,-1.27
1,Downstairs,6.58E+12,-11.33,0.11,0.76
1,Downstairs,6.58E+12,-10.19,3.15,0.65
1,Downstairs,6.58E+12,-3.11,14.48,-0.65
1,Downstairs,6.58E+12,-3.11,0.57,12.6
1,Downstairs,6.58E+12,-8.54,-1.12,-4.18
1,Downstairs,6.58E+12,-16.04,2.45,-6.7
1,Downstairs,6.58E+12,-12.83,-0.61,3.49
1,Downstairs,6.58E+12,-8.5,3.41,1.95
1,Downstairs,6.58E+12,-7.31,7.55,0.53
1,Downstairs,6.58E+12,-10.11,17.82,-4.21
1,Downstairs,6.58E+12,-9.58,14.1,-6.09
1,Downstairs,6.58E+12,-17.43,9,4.14
1,Downstairs,6.58E+12,-16.21,-0.38,7.25
1,Downstairs,6.58E+12,-8.58,1.12,-0.91
1,Downstairs,6.58E+12,-9.49,1.42,-1.5
1,Downstairs,6.58E+12,-7.63,3.53,-2.34
1,Downstairs,6.58E+12,-6.63,5.56,-2.45
1,Downstairs,6.58E+12,-6.74,6.93,-1.18
